# Initial configuration of rods
#
C 0 0.0035 2.231340 2.311791 1.843492 2.231340 2.311791 2.123488
C 1 0.0035 2.500235 2.790058 2.664217 2.500235 2.790058 2.944190
C 2 0.0035 2.085695 2.933564 2.349973 2.085695 2.933564 2.629932
C 3 0.0035 2.433040 2.491788 2.060796 2.433040 2.491788 2.340731
C 4 0.0035 2.269061 2.127203 2.812413 2.269061 2.127203 3.092346
C 5 0.0035 2.316612 2.182338 2.805430 2.316612 2.182338 3.085363
C 6 0.0035 2.910356 2.174712 2.714462 2.910356 2.174712 2.994394
C 7 0.0035 2.110110 2.735271 2.721610 2.110110 2.735271 3.001538
C 8 0.0035 2.589094 2.799557 2.511967 2.589094 2.799557 2.791878
C 9 0.0035 2.423735 2.598033 2.970452 2.423735 2.598033 3.250344
C 10 0.0035 2.196748 2.645960 2.705744 2.196748 2.645960 2.985632
C 11 0.0035 2.476694 2.893488 1.948621 2.476694 2.893488 2.228494
C 12 0.0035 2.106115 2.662421 2.651520 2.106115 2.662421 2.931389
C 13 0.0035 2.889533 2.420344 2.157769 2.889533 2.420344 2.437634
C 14 0.0035 2.582281 2.778905 2.573158 2.582281 2.778905 2.852991
C 15 0.0035 2.842458 2.520172 2.578822 2.842458 2.520172 2.858650
C 16 0.0035 2.277705 2.301387 2.900609 2.277705 2.301387 3.180407
C 17 0.0035 2.109867 2.515584 2.797615 2.109867 2.515584 3.077383
C 18 0.0035 2.449386 2.444034 2.651768 2.449386 2.444034 2.931515
C 19 0.0035 2.263953 2.943894 2.558913 2.263953 2.943894 2.838649
C 20 0.0035 2.801762 2.351302 2.058423 2.801762 2.351302 2.338148
C 21 0.0035 2.258781 2.927214 2.221847 2.258781 2.927214 2.501562
C 22 0.0035 2.950637 2.316355 2.067562 2.950637 2.316355 2.347267
C 23 0.0035 2.108360 2.313409 2.572814 2.108360 2.313409 2.852427
C 24 0.0035 2.272041 2.460049 2.485540 2.272041 2.460049 2.765143
C 25 0.0035 2.174555 2.578777 2.829362 2.174555 2.578777 3.108954
C 26 0.0035 3.001290 2.237188 2.306654 3.001290 2.237188 2.586230
C 27 0.0035 2.480603 2.277621 2.758794 2.480603 2.277621 3.038355
C 28 0.0035 2.206471 2.003340 2.130605 2.206471 2.003340 2.410159
C 29 0.0035 2.774454 2.548954 2.246299 2.774454 2.548954 2.525841
C 30 0.0035 2.392067 2.071215 1.902384 2.392067 2.071215 2.181905
