12800 
 0.979020
P 1 0 1.70823 1.90086 1.93474 1.665 1.86415 1.91608 6404 5392
P 3 0 1.704 2.49382 2.04752 1.63635 2.47515 2.01254 284 9030
P 4 0 1.77429 2.01591 1.78136 1.78164 2.06936 1.77976 7914 4536
P 6 0 1.45729 1.57234 1.97208 1.41626 1.53109 1.9642 4069 1335
P 7 0 1.34785 2.47599 2.28392 1.31166 2.47235 2.24507 3492 4228
P 8 0 1.55367 2.60443 1.81065 1.54261 2.62672 1.85213 489 12138
P 9 0 1.35821 2.48902 2.24987 1.31862 2.5288 2.22614 561 30
P 10 0 1.42307 1.51463 1.87089 1.45774 1.55865 1.90423 2484 8263
P 12 0 1.76576 1.44268 2.19399 1.7536 1.43893 2.26516 261 3278
P 15 0 1.38831 1.86612 2.09351 1.33185 1.86179 2.10027 6895 10313
P 17 0 1.8595 1.0347 1.40747 1.87828 1.03035 1.4549 6057 8997
P 18 0 1.46039 1.67209 1.90297 1.50778 1.68211 1.86326 1703 5604
P 19 0 1.42749 2.22777 2.27413 1.49302 2.26236 2.26732 928 465
P 21 0 1.40537 1.96393 2.5618 1.4365 1.98802 2.56749 714 1164
P 23 0 1.82112 1.89207 1.60479 1.74737 1.87503 1.57836 1482 6677
P 26 0 1.72232 1.79641 1.61589 1.70357 1.84847 1.58371 4095 9887
P 29 0 1.68123 3.64952 1.56307 1.69647 3.63341 1.50484 11129 9008
P 31 0 1.75412 2.67629 1.88892 1.79195 2.70388 1.84614 3553 2654
P 32 0 1.33049 2.58018 2.21468 1.34998 2.54265 2.22279 8816 561
P 34 0 1.68887 1.29634 2.124 1.70339 1.28375 2.06995 2289 1544
P 35 0 1.81339 2.22071 2.39884 1.83164 2.21451 2.44674 6289 1298
P 36 0 1.60728 1.61509 1.98444 1.58916 1.56681 1.95756 4022 5050
P 37 0 1.70316 1.23083 1.85925 1.75839 1.22842 1.88682 9584 511
P 38 0 1.33314 1.84443 2.30287 1.34233 1.89533 2.26683 3578 5603
P 43 0 1.61943 2.2385 2.06991 1.62351 2.30726 2.03204 3705 4435
P 45 0 1.37552 1.30113 2.7478 1.39762 1.32729 2.80591 9213 11910
P 46 0 0.72861 2.09846 1.96586 0.694653 2.13887 1.95073 2440 10302
P 48 0 1.732 2.13218 1.74253 1.70467 2.15584 1.788 930 3200
P 52 0 1.63567 2.18079 2.3141 1.69711 2.14638 2.29267 120 3755
P 56 0 0.756263 1.97152 3.31448 0.749204 2.01678 3.27497 7687 1030
P 59 0 1.83714 1.97236 2.72801 1.80541 2.02197 2.67398 5659 5135
P 60 0 1.51102 2.19038 2.31551 1.52172 2.23222 2.29169 970 3842
P 63 0 1.36172 2.19368 1.78642 1.39093 2.19291 1.83872 5721 1451
P 64 0 1.8586 1.26174 2.30394 1.85165 1.3277 2.32161 975 726
P 65 0 1.35448 2.4788 2.22327 1.38967 2.45829 2.25222 2543 5657
P 66 0 1.56051 1.65171 1.84619 1.59494 1.69259 1.87114 15 7606
P 72 0 1.79613 2.54821 1.7905 1.78515 2.56227 1.82128 3111 7949
P 74 0 1.1414 1.89191 2.10373 1.16427 1.8953 2.15225 2692 589
P 76 0 1.33062 1.96838 2.83846 1.31026 1.92445 2.8392 12603 1737
P 78 0 1.8325 2.00048 2.58564 1.79225 1.9544 2.59872 11811 3232
P 81 0 0.902088 2.00288 1.66691 0.847055 1.98522 1.67405 2513 445
P 83 0 1.85193 2.16007 1.82346 1.88486 2.2055 1.82932 1467 3147
P 84 0 0.973652 2.67109 1.00259 0.934922 2.64851 1.03824 8820 11653
P 86 0 1.52973 2.46111 2.00043 1.49214 2.43769 2.03283 5616 7241
P 87 0 1.74358 1.8023 1.53204 1.79985 1.7917 1.57202 123 8590
P 88 0 1.50525 2.24786 2.18558 1.50608 2.27479 2.14562 6559 479
P 89 0 1.45097 1.46746 1.69482 1.43793 1.53113 1.6592 1239 10975
P 90 0 1.76212 2.43932 1.78995 1.77543 2.46919 1.74 5737 2579
P 92 0 1.25573 1.95472 1.9631 1.26191 1.99958 2.01828 6205 5097
P 93 0 1.23169 1.821 2.14018 1.16547 1.83306 2.13853 1109 43
P 96 0 1.56152 2.47189 2.09627 1.60716 2.42752 2.06508 188 56
P 97 0 1.66752 1.49569 2.2459 1.69355 1.50097 2.18689 3278 532
P 98 0 0.824269 2.07591 1.91355 0.78386 2.04173 1.87153 2347 4598
P 100 0 1.80813 2.61627 2.02932 1.79034 2.5728 2.0655 4642 4305
P 103 0 1.76817 1.23802 1.88526 1.79928 1.27475 1.85204 511 1198
P 104 0 0.877363 2.78884 0.96597 0.926413 2.77701 0.959664 6005 12229
P 107 0 1.64947 2.14393 1.85839 1.6091 2.14472 1.83685 1129 1275
P 108 0 1.29339 3.31617 1.95473 1.34299 3.33119 1.98561 1204 4986
P 110 0 1.75736 1.29832 2.19227 1.78585 1.30073 2.1602 325 11583
P 111 0 1.46079 1.47132 1.91844 1.48231 1.51346 1.95212 175 6938
P 112 0 1.33655 1.65505 1.99779 1.34024 1.66131 2.04953 9950 1460
P 113 0 1.43748 2.02878 1.84992 1.43225 1.99212 1.80112 2987 115
P 114 0 1.74575 1.66023 1.83721 1.71806 1.64354 1.77471 6162 6498
P 118 0 1.55959 1.45267 1.56165 1.57587 1.49551 1.51516 3746 7597
P 119 0 1.59131 2.0215 2.60825 1.59466 1.97493 2.6563 9056 11986
P 120 0 1.84677 2.39786 1.78603 1.88316 2.43527 1.77275 1908 1582
P 126 0 1.90892 2.61024 2.01977 1.96778 2.63432 2.03232 392 2167
P 127 0 1.84027 1.75408 2.08134 1.7853 1.76696 2.07017 3906 11896
P 130 0 1.22906 2.19497 2.00351 1.19491 2.2358 2.0218 5412 1963
P 132 0 1.82265 1.2294 1.8291 1.79808 1.28104 1.84513 708 1198
P 133 0 1.52791 2.18814 1.74493 1.58121 2.17137 1.74521 3706 4251
P 138 0 1.54522 2.52501 2.08651 1.58922 2.51089 2.02494 4448 1730
P 139 0 1.40444 2.016 1.88221 1.38437 1.95971 1.855 1200 335
P 141 0 1.62578 2.50628 2.11601 1.61514 2.45615 2.1218 846 4668
P 142 0 1.61306 1.56171 1.55654 1.57615 1.5657 1.58796 6924 2766
P 143 0 1.38862 1.76919 2.23998 1.39067 1.81791 2.26311 2787 5086
P 146 0 1.49867 1.56071 1.68999 1.52177 1.52065 1.64747 5152 1136
P 147 0 1.59265 1.4059 2.02772 1.63937 1.39733 1.9971 5228 1332
P 148 0 1.65812 2.19621 2.2093 1.64016 2.19767 2.25219 8443 2891
P 150 0 1.75338 1.49167 1.52018 1.69417 1.47688 1.52103 3975 4019
P 151 0 1.39809 1.61252 1.971 1.39658 1.5548 1.96869 1323 129
P 154 0 1.76028 2.05921 1.83432 1.77742 2.0124 1.80442 6483 1997
P 157 0 1.30963 2.27353 2.1046 1.36491 2.287 2.13938 6932 4012
P 158 0 1.81443 2.21951 2.39899 1.79222 2.17299 2.40448 6289 5997
