51200 
 0.979020
P 1 0 1.93291 1.74883 2.05377 1.9286 1.69613 2.04326 8747 1258
P 2 0 1.97561 1.61841 1.94085 1.96073 1.57692 1.90748 7140 2786
P 3 0 1.95079 1.64339 2.15009 1.95929 1.59617 2.11845 9580 3210
P 4 0 1.75311 2.15468 2.27344 1.72093 2.16769 2.24766 9700 6089
P 5 0 1.61757 2.05509 2.07703 1.6326 1.99266 2.07377 6238 824
P 6 0 1.69907 2.0939 2.10943 1.6623 2.08576 2.16144 961 9675
P 7 0 1.65771 1.96722 2.0403 1.65705 1.9551 2.10047 10435 7917
P 8 0 1.95742 2.31618 1.81984 1.9674 2.32017 1.76894 3491 4971
P 9 0 1.77119 2.22926 1.73301 1.83176 2.19053 1.71632 3532 5160
P 10 0 1.86215 2.30117 1.6934 1.8928 2.32068 1.66414 2218 9
P 11 0 1.91809 2.24607 1.50942 1.94445 2.21523 1.56495 3188 7467
P 12 0 1.82323 2.2422 1.95983 1.77625 2.25513 1.9906 12112 2778
P 13 0 1.70678 2.16268 2.01969 1.72359 2.14074 1.9806 10296 5201
P 14 0 1.84972 2.19441 1.93114 1.82844 2.18364 1.98257 11897 4174
P 15 0 1.61948 2.2096 1.93357 1.5645 2.19768 1.91473 11 1489
P 16 0 1.66197 1.86963 1.70047 1.60536 1.84188 1.71389 2983 5563
P 17 0 1.67525 2.04863 1.75461 1.68385 1.9974 1.73823 5425 12028
P 18 0 1.58615 1.93471 1.68531 1.65642 1.95225 1.6734 152 5394
P 19 0 1.71386 1.92291 1.72704 1.67405 1.91126 1.77219 6526 5007
P 20 0 1.98583 2.2348 1.62229 1.97747 2.21593 1.67171 5995 9048
P 22 0 1.82172 2.16643 1.70861 1.86407 2.21656 1.69067 3483 12308
P 23 0 1.71113 2.28979 1.84771 1.73853 2.32879 1.88512 7907 3470
P 24 0 1.83993 1.69184 2.0429 1.83215 1.69038 2.10567 3835 8527
P 25 0 1.86665 1.67358 2.20009 1.91153 1.66085 2.14559 1522 4067
P 26 0 1.81583 1.70307 2.0047 1.87121 1.73401 2.06351 15 3740
P 27 0 1.80329 1.69585 2.14667 1.80843 1.75548 2.16305 2801 5492
P 28 0 1.77314 2.19437 2.21054 1.75976 2.1752 2.16564 2889 1311
P 29 0 1.67309 2.13095 2.40488 1.68209 2.13536 2.34449 8221 7470
P 30 0 1.75364 2.10235 2.38655 1.73366 2.03758 2.41338 7362 6786
P 31 0 1.58172 2.16338 2.2137 1.58496 2.22522 2.20017 2300 4244
P 32 0 1.66769 2.10857 1.79842 1.62732 2.13385 1.82217 8477 4182
P 33 0 1.64989 2.15008 1.87624 1.60601 2.1776 1.92646 9692 10266
P 34 0 1.63553 2.10695 1.68951 1.5922 2.05494 1.69692 7568 6864
P 35 0 1.71623 2.23979 1.75336 1.72122 2.24854 1.7973 5783 4753
P 36 0 1.60019 2.15726 2.18608 1.58053 2.10922 2.13504 3667 9855
P 37 0 1.64499 2.11101 2.20761 1.60319 2.09933 2.17244 1324 5012
P 38 0 1.63202 2.00165 2.09109 1.67545 1.97077 2.07573 1465 1580
P 39 0 1.58732 2.08896 2.15807 1.63721 2.09595 2.19137 11052 5641
P 40 0 1.98249 1.71975 2.24178 1.93911 1.68606 2.26705 4833 6996
P 41 0 1.72407 1.87703 2.22107 1.6637 1.90387 2.21444 9533 2062
P 42 0 1.80496 1.76587 2.28894 1.83761 1.81711 2.27078 4611 2526
P 43 0 1.76563 1.66583 2.02835 1.71598 1.63466 2.07097 836 12696
P 48 0 1.54272 2.03292 2.00461 1.57642 2.01891 2.04186 5343 1817
P 49 0 1.62435 1.91755 2.17686 1.67827 1.92627 2.20386 1430 4507
P 50 0 1.63559 1.905 2.09289 1.6041 1.9443 2.05919 2977 1109
P 51 0 1.79045 1.86844 2.2869 1.73734 1.86047 2.26395 3578 2764
P 52 0 1.75808 1.74551 1.9936 1.786 1.71505 2.03332 2100 299
