44800 
 0.999000
P 6400 0 1.09263 0.858962 1.26601 1.05307 0.824545 1.24897 388 3255
P 6401 0 1.04231 0.863953 1.1327 1.06781 0.841239 1.1566 1049 1014
P 6402 0 1.12171 0.774218 1.71065 1.13756 0.788091 1.73811 4662 4681
P 6403 0 1.09041 1.0239 0.76919 1.10194 0.959597 0.768427 966 128
P 6404 0 0.973922 0.918613 1.20218 0.993167 0.916664 1.14677 1857 422
P 6405 0 1.02428 1.00461 0.69497 0.982958 1.02508 0.726383 3348 2063
P 6406 0 1.03953 1.00794 0.931922 1.07879 0.979792 0.931703 1271 2930
P 6407 0 1.02368 0.985483 0.692407 0.992648 1.0315 0.713653 59 1626
P 6408 0 1.05046 0.811549 1.71699 1.03468 0.868868 1.70775 5521 2358
P 6409 0 1.03813 0.86174 1.86653 1.05034 0.84111 1.80686 1990 1142
P 6410 0 1.06554 0.777752 1.74505 1.11532 0.743297 1.74709 2203 161
P 6411 0 1.10779 0.957218 1.21481 1.14178 0.911064 1.21523 1331 3016
P 6412 0 1.14812 1.08307 0.367441 1.0826 1.06686 0.344005 3618 238
P 6413 0 1.08836 0.863378 1.01924 1.07236 0.869998 0.976818 1278 1067
P 6414 0 1.04452 0.889382 1.27995 1.06849 0.879481 1.33488 2217 4571
P 6415 0 1.12363 0.74854 1.90438 1.13298 0.781994 1.95032 1695 1977
P 6416 0 1.01929 1.07176 0.182829 1.03703 1.05896 0.239516 2804 2415
P 6417 0 1.063 0.893043 0.8768 1.0769 0.939658 0.850319 283 5199
P 6418 0 0.9259 1.01565 0.395985 0.955323 1.01744 0.454916 1122 3920
P 6419 0 1.02857 1.10296 3.10099 1.02431 1.15054 3.0925 1361 2040
P 6420 0 0.993995 0.900076 1.22121 1.01177 0.963281 1.21891 305 4482
P 6421 0 0.981265 0.931019 1.39803 1.00013 0.901885 1.34439 4159 1443
P 6422 0 1.05365 1.0166 0.348901 1.07439 1.03576 0.37901 3579 1092
P 6423 0 1.07155 1.09869 0.13683 1.02551 1.1364 0.150417 3626 263
P 6424 0 0.979064 1.13852 0.0501997 1.02669 1.11858 0.0319179 684 2585
P 6425 0 0.945123 1.15279 3.17546 0.99591 1.1735 3.16257 135 5795
P 6426 0 1.10334 0.957128 0.784731 1.13878 1.00795 0.744331 128 1139
P 6427 0 0.978097 1.05488 0.43673 0.97591 1.00474 0.407488 2916 1529
P 6428 0 1.03463 0.955262 1.26409 1.06022 0.914456 1.27033 4602 1734
P 6429 0 1.07343 0.965359 1.16996 1.11779 0.907175 1.14718 3997 2588
P 6430 0 1.10386 1.0355 0.463584 1.0783 0.972095 0.476407 2480 1431
P 6431 0 1.11529 0.878708 1.14687 1.10057 0.924422 1.1613 2210 1804
P 6432 0 1.09516 0.808028 1.84644 1.14695 0.819411 1.87353 1031 1690
P 6433 0 1.06353 0.796765 1.70398 1.05635 0.833597 1.75076 2436 875
P 6434 0 1.00475 0.787052 1.55741 0.994868 0.808072 1.62144 363 877
