6400 
 0.999000
C 0 0.0035 0.940237 0.940125 0.864694 0.964851 0.882093 1.13747
C 1 0.0035 0.419569 0.471261 -0.00106242 0.595637 0.635104 0.142246
C 2 0.0035 1.03975 0.882783 0.656016 1.02707 0.826774 0.930008
C 3 0.0035 0.935395 1.10617 -0.0273007 0.968078 1.06838 0.248153
C 4 0.0035 0.971424 0.842432 1.17292 0.987015 0.813446 1.45083
C 5 0.0035 1.02356 0.884567 0.894524 1.05983 0.826142 1.16577
C 6 0.0035 0.945002 0.98976 0.728068 0.965431 0.945262 1.00356
C 7 0.0035 0.993455 1.07611 0.529843 1.02487 1.0466 0.806161
C 8 0.0035 1.11984 0.946926 0.9138 1.15889 0.9227 1.18953
C 9 0.0035 0.935243 1.10837 -0.000688289 0.964332 1.06978 0.274631
C 10 0.0035 1.01011 1.01415 0.1094 1.03813 0.983252 0.38578
C 11 0.0035 1.02349 0.826986 1.17701 1.06057 0.783815 1.45046
C 12 0.0035 0.94323 1.08971 -0.0144781 0.978702 1.05019 0.259711
C 13 0.0035 1.07781 0.968566 1.25677 1.09879 0.934668 1.53314
C 14 0.0035 1.00347 1.12514 0.223119 1.01436 1.08472 0.499028
C 15 0.0035 0.959996 1.01728 0.90566 1.00956 0.962713 1.1748
C 16 0.0035 0.991513 0.818536 1.36961 1.03749 0.788595 1.64314
C 17 0.0035 1.11459 1.06587 0.356806 1.14468 1.04151 0.633073
C 18 0.0035 1.01922 1.14043 0.153409 1.04538 1.10698 0.429095
C 19 0.0035 1.01561 0.973069 1.2141 1.05111 0.898276 1.48045
C 20 0.0035 0.954237 1.11112 -0.0577114 0.965868 1.067 0.217408
C 21 0.0035 0.981871 0.878037 1.57953 1.02606 0.826578 1.85001
C 22 0.0035 1.02635 1.06412 0.949385 0.989916 0.989883 1.21562
C 23 0.0035 1.07798 1.08728 -0.0289922 1.09039 1.02717 0.24289
C 24 0.0035 0.956782 0.99661 0.733619 0.980552 0.954954 1.00817
C 25 0.0035 0.995072 1.01025 0.124463 1.01657 0.971295 0.39958
C 26 0.0035 1.11309 1.0093 0.62647 1.11512 0.989501 0.904434
C 27 0.0035 1.07121 0.980617 1.11644 1.09671 0.9464 1.39181
C 28 0.0035 1.11241 1.11155 0.0464411 1.10186 1.06648 0.321097
C 29 0.0035 1.07788 0.799464 1.12692 1.15228 0.78749 1.39502
C 30 0.0035 1.0631 0.809606 1.31183 1.09276 0.776628 1.58677
C 31 0.0035 0.931031 0.980692 0.361897 0.957773 0.939 0.635738
C 32 0.0035 1.01251 0.911683 0.613128 1.0372 0.871947 0.887428
C 33 0.0035 1.06784 1.17766 3.03111 1.07924 1.14833 3.30748
C 34 0.0035 1.00003 1.02965 0.820233 1.02668 0.991306 1.09443
C 35 0.0035 1.029 1.09959 0.697988 1.04314 1.048 0.970934
C 36 0.0035 1.13886 0.846708 1.38643 1.17377 0.801792 1.65866
C 37 0.0035 1.09272 0.95465 1.12731 1.1148 0.924038 1.40282
C 38 0.0035 1.15557 0.833272 1.5889 1.17749 0.800038 1.86406
C 39 0.0035 0.874235 1.01534 0.76323 0.962393 1.033 1.0263
C 40 0.0035 0.932539 1.04296 0.106613 0.937592 1.01166 0.382763
C 41 0.0035 0.97933 1.08934 -0.11606 1.0394 1.05555 0.15319
C 42 0.0035 1.18321 0.902414 1.41242 1.19965 0.807041 1.67295
C 43 0.0035 0.975076 0.840232 1.13936 1.01246 0.808396 1.41289
C 44 0.0035 1.07017 1.0471 0.79664 1.09865 1.00019 1.06885
C 45 0.0035 1.13045 0.865245 1.15933 1.15451 0.821511 1.43241
C 46 0.0035 1.11502 0.860013 1.38368 1.14819 0.827137 1.65731
C 47 0.0035 1.02059 1.11905 0.327766 1.0538 1.1016 0.602789
C 48 0.0035 1.04155 1.17944 0.0630795 1.05229 1.13715 0.337188
C 49 0.0035 1.10478 1.05033 0.536849 1.14766 1.02047 0.809428
C 50 0.0035 0.935099 1.14393 0.0668795 0.943663 1.09303 0.339564
C 51 0.0035 1.03067 0.903071 0.708285 1.07263 0.859215 0.97907
C 52 0.0035 1.00459 0.915557 0.782166 1.05073 0.864468 1.05098
C 53 0.0035 0.942245 1.23799 -0.0655796 0.90361 1.13388 0.188661
C 54 0.0035 1.02797 1.17421 3.02037 1.0502 1.18892 3.2965
C 55 0.0035 1.08702 1.05448 0.80688 1.12052 1.00211 1.07722
C 56 0.0035 1.07723 1.14072 -0.0958736 1.11179 1.10222 0.176538
C 57 0.0035 1.02818 0.854665 0.930899 1.03609 0.822782 1.20618
C 58 0.0035 1.07454 1.07331 0.504508 1.09254 1.03731 0.778784
C 59 0.0035 1.01664 0.996711 0.599375 1.03741 0.963595 0.873765
C 60 0.0035 0.945825 1.1578 -0.058195 0.970125 1.11999 0.21521
C 61 0.0035 1.00503 0.815992 1.16472 1.06379 0.777348 1.43272
C 62 0.0035 1.06491 0.970896 1.20862 1.07382 0.933428 1.48297
C 63 0.0035 0.939813 0.954844 1.0441 0.97506 0.888081 1.31056
C 64 0.0035 0.939342 0.966882 0.835502 0.935336 0.936135 1.11061
C 65 0.0035 0.995243 0.840926 1.16305 1.01738 0.803167 1.43641
C 66 0.0035 1.02113 0.982873 0.350745 1.05672 0.956442 0.623908
C 67 0.0035 1.06565 0.885 1.69076 1.08745 0.830211 1.9611
C 68 0.0035 0.987447 0.927435 0.625131 0.946838 0.965049 0.35405
C 69 0.0035 1.00188 1.03857 0.0510065 1.0217 1.00243 0.324514
C 70 0.0035 0.948237 0.914394 0.563516 0.96097 0.884036 0.838133
C 71 0.0035 1.03204 1.01498 0.132861 1.04966 0.983202 0.407001
C 72 0.0035 1.07934 1.02 0.967228 1.10955 0.97127 1.23765
C 73 0.0035 1.03218 1.08964 0.545142 1.0677 1.05104 0.816527
C 74 0.0035 0.898086 1.01476 0.522007 0.8959 0.950006 0.790656
C 75 0.0035 1.10265 1.06903 0.328264 1.10671 1.03229 0.60212
C 76 0.0035 1.06609 1.03228 0.919135 1.10441 0.992566 1.1899
C 77 0.0035 1.02347 0.964362 1.17973 1.05479 0.912611 1.44934
C 78 0.0035 1.00713 0.942777 1.2345 1.04309 0.874804 1.49982
C 79 0.0035 1.12171 0.919982 1.05481 1.18618 0.880674 1.32051
C 80 0.0035 1.02455 1.10557 0.470191 1.0597 1.08346 0.743267
C 81 0.0035 1.1002 1.0256 0.42359 1.10888 0.98907 0.697103
C 82 0.0035 1.0078 0.927957 0.98846 1.02682 0.887646 1.26085
C 83 0.0035 0.984508 0.875673 1.69498 1.03808 0.803919 1.95604
C 84 0.0035 0.977733 1.03634 0.889498 1.01114 0.990056 1.15951
C 85 0.0035 1.11951 1.02762 0.472011 1.12889 1.02528 0.747785
C 86 0.0035 1.00255 1.04676 -0.0166925 1.02895 1.0135 0.255954
C 87 0.0035 0.981878 0.98843 1.1932 1.03353 0.929394 1.45773
C 88 0.0035 1.03404 1.04473 0.896569 1.02716 1.03351 1.17209
C 89 0.0035 0.973864 1.03111 0.443681 1.00272 0.993561 0.715296
C 90 0.0035 1.04916 0.947083 0.485228 1.07679 0.909724 0.756955
C 91 0.0035 1.05826 0.886242 1.22908 1.08531 0.842058 1.49981
C 92 0.0035 0.984352 0.85448 0.942125 1.01747 0.816382 1.21302
C 93 0.0035 1.05255 0.767103 1.52403 1.06181 0.711217 1.79367
C 94 0.0035 1.10354 0.877142 1.7097 1.12629 0.831733 1.98053
C 95 0.0035 1.02476 0.992168 0.617629 1.06117 0.961235 0.888943
C 96 0.0035 1.01132 1.1197 3.02879 1.03205 1.07513 3.29973
C 97 0.0035 0.949571 1.00777 0.770114 0.945888 0.967826 1.04253
C 98 0.0035 1.02593 1.00922 1.1944 1.04974 0.945653 1.46119
C 99 0.0035 1.07178 0.909115 0.523288 1.15014 0.92702 0.786492
C 100 0.0035 1.11985 0.869454 1.28169 1.14922 0.818811 1.5505
C 101 0.0035 0.963593 1.09643 -0.0528761 0.98682 1.05959 0.218545
