# Initial configuration of rods
#
C 0 0.0035 0.661135 0.566669 0.624063 0.854822 0.763895 0.579622
C 1 0.0035 1.926304 1.066340 1.917171 1.990829 0.794518 1.901255
C 2 0.0035 1.829339 1.781034 2.888837 1.646397 1.640834 3.047470
C 3 0.0035 1.044928 3.046562 2.123452 1.136712 3.013435 1.861257
C 4 0.0035 2.564332 0.989476 2.795218 2.381239 1.007493 2.584475
C 5 0.0035 2.245799 1.329946 1.846085 2.207449 1.062221 1.917550
C 6 0.0035 1.166046 0.448380 0.070752 1.439499 0.471821 0.016650
C 7 0.0035 1.218539 0.121259 1.062867 0.987206 0.088137 0.909287
C 8 0.0035 0.860231 1.544169 1.851739 0.650890 1.453951 2.013659
C 9 0.0035 2.681585 1.494464 0.933350 2.659939 1.242139 0.815033
C 10 0.0035 0.358074 0.938588 2.185870 0.226821 1.126426 2.025893
C 11 0.0035 2.735423 0.783713 1.537836 2.949514 0.918496 1.419170
C 12 0.0035 1.658240 2.167126 2.221399 1.905906 2.040196 2.196733
C 13 0.0035 1.988169 1.902814 1.087256 1.993556 1.625133 1.117542
C 14 0.0035 1.233372 0.899048 2.549907 1.507261 0.944495 2.580964
C 15 0.0035 0.862174 1.804480 1.662817 0.935388 1.697820 1.415212
C 16 0.0035 0.817941 2.402610 0.312509 0.698401 2.555406 0.111543
C 17 0.0035 1.527690 0.775332 1.142027 1.534836 0.510964 1.231549
C 18 0.0035 2.140777 2.306848 1.291241 2.359527 2.469564 1.351316
C 19 0.0035 2.834750 0.122777 2.373097 2.951247 0.223842 2.605777
C 20 0.0035 0.840673 1.499855 0.227145 1.055261 1.504389 0.405628
C 21 0.0035 0.467318 0.204205 0.030610 0.555562 0.454628 0.116753
C 22 0.0035 2.268609 1.553973 1.560443 2.329972 1.337796 1.395050
C 23 0.0035 0.460718 2.149895 1.489185 0.336819 1.906065 1.544341
C 24 0.0035 1.165935 0.434937 0.529026 1.010050 0.626374 0.658988
C 25 0.0035 3.163058 0.284769 1.969661 3.081286 0.520457 1.844846
C 26 0.0035 0.374431 2.268663 0.845597 0.208824 2.046013 0.817420
C 27 0.0035 2.013715 1.351965 1.903570 2.011411 1.247333 1.645049
C 28 0.0035 1.971489 2.832644 0.820942 2.167970 2.742426 0.644908
C 29 0.0035 0.654244 0.351067 2.001304 0.508652 0.409830 2.231584
C 30 0.0035 2.843724 2.805112 2.032404 2.638320 2.886459 1.862669
C 31 0.0035 2.152365 2.937868 1.799025 2.328259 3.119022 1.916661
C 32 0.0035 0.422480 1.275008 0.509610 0.170634 1.172882 0.570598
C 33 0.0035 2.756505 0.503157 2.037656 2.596663 0.353220 2.209460
C 34 0.0035 2.762465 1.873431 0.255689 2.833610 2.140534 0.288148
C 35 0.0035 0.133658 0.398968 1.748652 0.082000 0.237003 1.528333
C 36 0.0035 2.161885 2.655460 2.913364 1.903061 2.684009 2.815355
C 37 0.0035 1.465565 1.151409 0.166413 1.206326 1.223456 0.237008
C 38 0.0035 0.632077 0.331304 2.587173 0.765982 0.279116 2.825331
C 39 0.0035 0.497175 2.943712 1.504326 0.594173 2.848131 1.261825
C 40 0.0035 2.063745 1.981096 2.706789 2.210482 1.809347 2.868934
C 41 0.0035 1.296559 0.351911 2.032039 1.450331 0.491632 1.847326
C 42 0.0035 0.157688 1.953668 1.667502 0.167771 1.829707 1.418920
C 43 0.0035 0.552773 0.437415 3.132536 0.429507 0.240698 2.979779
C 44 0.0035 0.215806 2.741738 2.806407 0.176804 2.517324 2.965606
C 45 0.0035 2.976029 1.990984 1.003314 2.790495 2.124592 0.845639
C 46 0.0035 2.336422 1.892870 1.389894 2.360842 1.904560 1.113587
C 47 0.0035 1.060163 1.778882 2.284006 0.897752 1.714028 2.068393
C 48 0.0035 0.349946 1.564837 1.832769 0.112076 1.518957 1.968338
C 49 0.0035 2.720623 2.955145 0.865622 2.664566 2.754177 1.048694
C 50 0.0035 2.937106 1.766882 2.235705 2.810207 1.878032 2.455988
C 51 0.0035 2.995161 0.527827 0.226941 2.933376 0.258873 0.255697
C 52 0.0035 1.206611 2.317252 0.376044 1.110377 2.562968 0.461703
C 53 0.0035 2.274573 2.625275 0.105526 1.998674 2.597470 0.111195
C 54 0.0035 2.283036 0.330548 1.293948 2.351937 0.438838 1.539617
C 55 0.0035 1.161882 1.404035 1.664326 1.029087 1.596829 1.812660
C 56 0.0035 1.946784 2.646566 1.661199 1.781903 2.690107 1.879594
C 57 0.0035 2.119534 2.615315 1.140616 2.227750 2.797047 1.319588
C 58 0.0035 2.357450 0.165222 3.060595 2.309047 0.435948 3.027769
C 59 0.0035 1.255605 0.556601 0.856961 1.045042 0.492510 1.025032
C 60 0.0035 1.259985 2.983223 0.002692 1.246054 2.781803 0.192202
C 61 0.0035 3.000497 0.575159 0.689859 3.093897 0.440257 0.466814
C 62 0.0035 2.801142 0.061433 1.260504 2.693198 0.093596 1.007660
C 63 0.0035 2.213876 1.052878 2.395115 1.981252 1.139187 2.517713
C 64 0.0035 2.275329 0.583525 2.017509 2.498611 0.739614 1.968909
C 65 0.0035 1.621593 0.450102 0.724113 1.778840 0.669927 0.783190
C 66 0.0035 1.604010 0.583051 2.459419 1.608950 0.823071 2.321970
C 67 0.0035 2.987011 1.995327 1.817481 3.064879 2.230545 1.694499
C 68 0.0035 0.909350 0.189125 2.322528 1.180177 0.243480 2.310085
C 69 0.0035 2.433534 2.302501 0.270752 2.660775 2.389689 0.139568
C 70 0.0035 2.628788 2.741117 2.161815 2.553746 2.498221 2.053136
C 71 0.0035 1.838852 2.330418 2.677969 1.851083 2.599921 2.617613
C 72 0.0035 1.041968 1.289889 2.955377 0.945400 1.349945 2.703413
C 73 0.0035 0.808899 2.549598 1.722536 0.702965 2.701356 1.517293
C 74 0.0035 0.507243 2.648207 0.949469 0.749376 2.774082 0.993027
C 75 0.0035 1.660576 1.852396 2.096435 1.574501 1.808202 2.355247
C 76 0.0035 0.212025 0.834635 2.003710 0.064473 0.942274 2.211032
